"","Year","Lon_M","Lat_M","MUN","ANC","DC","SST","SALI","GSST","BAT","CHL"
"23540",2010,-81.44922,-6.7891,0,8.032715,47.20904,18.31662,34.73428,0.3421651,-3088.996,5.470425394
"25770",2010,-76.79940157,-14.61091729,0,325.058122,39.50334546,18.58163116,35.21099724,0.244799427,-4164.566953,2.31641078
"25399",2010,-77.4898179,-12.43112562,0,30.153776,28.4355262,18.39902998,35.22197555,0.143386742,-376.0111841,3.599226123
"25025",2010,-78.16165,-11.68225,0,0,37.7095,18.56664,35.21885,0.06904779,-746.936,0.519022837
"24034",2010,-80.49236,-8.508224,0,0,77.35623,18.03254,34.8472,0.2646028,-1332.219,0.372377774
"25110",2010,-77.85367,-11.79216,0,0,31.65388,18.43032,35.17946,0.2632248,-234.6524,1.206053622
"23907",2010,-80.77968,-8.108583,0,0,81.34724,18.97292,34.85047,0.1212338,-2212.455,0.759536865
"25486",2010,-77.79377,-13.1638,0,0,69.95774,18.32725,35.27684,0.1207306,-3431.039,0.734717567
"24288",2010,-80.11642,-9.663395,0,0,93.76075,19.76857,34.90266,0.07156729,-4221.856,0.940040071
"25029",2010,-78.22124,-11.71572,0,0,41.71569,18.50357,35.19262,0.0544532,-1283.917,0.426949693
"25612",2010,-77.42306,-13.5162,0,0,61.74911,17.94694,35.27396,0.1703655,-3066.92,1.145147324
"23442",2010,-82.31674,-6.649427,0,0,79.99677,18.14797,34.99324,0.1364375,-4317.502,1.047574863
"25394",2010,-77.56347,-12.47478,0,0,33.2822,18.60837,35.22205,0.2302769,-541.842,2.810750233
"23627",2010,-81.04059817,-6.84266575,0,846.946382,36.00922428,17.95384653,34.7862356,0.455691867,-1981.445735,1.930884561
"23851",2010,-79.79952,-7.261791,0,0,8.297729,18.08369,34.94886,0.1576401,-54.28656,2.160163009
"24253",2010,-80.05486,-9.408934,0,0,85.55631,19.77572,34.87273,0.09240466,-2158.066,2.384626087
"25520",2010,-77.28602,-12.87567,0,0,35.76856,17.77191,35.23034,0.2207814,-732.553,3.515175568
"26078",2010,-75.74013,-15.89283,0,0,44.45781,19.10377,35.11068,0.1347795,-5301.239,0.516412791
"24684",2010,-79.16149,-10.56568,0,0,63.87177,19.58225,35.2049,0.5071939,-2188.391,0.471378794
"24764",2010,-78.45035,-10.44227,0,0,23.64987,18.3842,35.08782,0.416162,-228.456,1.588664066
"23636",2010,-80.54727,-6.562217,0,0,8.147983,17.13733,34.85708,0.2370479,-30,1.879006317
"26048",2010,-75.44036,-15.63231,0,0,21.20087,18.25728,35.08227,0.6874662,-2081.195,3.418785926
"24965",2010,-78.43257,-11.55215,0,0,48.19273,18.71324,35.18976,0.3804124,-1597.264,0.320694471
"24043",2010,-80.41112,-8.606732,0,0,76.65123,17.97603,34.86944,0.1013266,-1589.045,0.569765428
"25997",2010,-75.449,-16.11745,0,0,45.75822,19.73045,35.05345,0.6724762,-6032.012,0.230704975
"25597",2010,-77.61873,-13.56521,0,0,73.26187,18.08625,35.20429,0.07136992,-3490.594,0.653664593
"23475",2010,-82.12086,-6.876173,0,0,77.49275,17.86313,34.91265,0.02285537,-4591.495,0.999948056
"24120",2010,-80.14115,-8.872173,0,0,75.31716,18.25143,34.89247,0.2598351,-1356.118,1.306607054
"23629",2010,-81.03346043,-6.83796084,0,81.988993,35.56863899,17.89684079,34.78839824,0.461702503,-1648.916703,1.94441645
"23973",2010,-80.0779,-7.989417,0,0,39.91125,17.88174,34.92813,0.1414662,-167.352,1.041665292
"23489",2010,-81.91785347,-6.75698333,0,758.142231,63.61601938,18.51945858,34.79192589,0.05784979,-4940.115934,2.690526748
"25411",2010,-77.31383997,-12.32818997,0,68.33559,17.40045804,18.26982392,35.1141625,0.11898102,-162.3053947,4.025037147
"25200",2010,-77.28732,-11.75623,0,0,5.089203,16.66549,35.01573,0.4326877,-67.904,3.15489942
"24969",2010,-78.37365,-11.5179,0,0,44.25664,18.44148,35.16888,0.2363279,-1476.952,0.385658669
"24959",2010,-78.52152,-11.6031,0,0,54.14391,19.31753,35.23684,0.4258955,-1696.27,0.283597237
"24717",2010,-79.1509,-10.83321,0,0,71.03658,20.25059,35.31944,0.1216652,-2551.236,0.472769043
"24108",2010,-79.96471,-8.770031,0,0,63.88153,17.97785,34.97077,0.05062742,-459.8805,2.599640813
"24053",2010,-80.27981,-8.672533,0,0,73.04928,18.10597,34.88942,0.1056698,-1354.139,0.850593572
"24693",2010,-79.29463,-10.64097,0,0,72.90585,20.21025,35.2945,0.1985295,-3009.648,0.37489218
"25480",2010,-77.86138,-13.14472,0,0,72.6556,18.39166,35.26474,0.1155212,-3514.998,0.636384508
"25082",2010,-77.81697,-11.76889,0,10.13111,29.49422,18.27233,35.1314,0.248952,-163.3571,1.232707834
"24295",2010,-80.06066,-9.666078,0,0,90.68395,19.73031,34.89333,0.1126267,-3412.974,1.376491258
"24410",2010,-79.74647,-9.771817,0,0,76.11455,19.61609,34.96996,0.1463095,-1428.812,1.354383488
"25799",2010,-76.74587839,-14.27929506,0,143.911149,27.40762488,18.49770598,35.2161429,0.054670278,-2209.109965,3.609822064
"24866",2010,-78.49128,-11.02312,0,0,43.33543,18.90163,35.14682,0.524024,-963.7404,1.609566229
"25108",2010,-77.85802,-11.75859,0,2.244085,29.90956,18.39877,35.16084,0.28199,-206.2173,1.214210079
"25807",2010,-76.86693,-14.35316,0,0,35.44031,18.50784,35.18354,0.02144369,-3269.612,3.567741443
"25569",2010,-77.4378,-13.24775,0,0,55.57885,17.84002,35.28119,0.1865724,-1572.665,1.595149994
"24088",2010,-79.53207,-8.241395,0,0,23.07557,18.00603,34.97629,0.1362064,-80,1.62869444
"23737",2010,-81.24676,-7.525056,0,0,78.40479,19.42326,34.80817,0.07985411,-4313.693,1.751411849
"25050",2010,-78.27547,-11.9347,0,0,52.80157,18.67333,35.19156,0.3035048,-2082.937,0.353096037
"25863",2010,-76.87075,-14.05098,0,0,28.79328,18.45718,35.20781,0.212605,-1984.743,3.565240327
"25255",2010,-77.26424096,-11.92401305,0,459.535323,6.560663282,16.89721997,35.02879576,0.468223828,-71.01662319,4.54933217
"24833",2010,-78.94873,-11.21719,0,0,72.34751,20.07718,35.3224,0.1652163,-2860.657,0.267195928
"24707",2010,-79.26858,-10.83933,0,0,77.3271,20.37909,35.31847,0.06839331,-3362.445,0.411689485
"23910",2010,-80.82355,-8.134967,0,0,84.39185,19.05412,34.85684,0.1029989,-2840.395,0.780174338
"25821",2010,-77.07249,-14.47389,0,0,49.18175,18.55602,35.10626,0.1871623,-5149.148,4.027608156
"24210",2010,-79.44206667,-9.03446667,0,167.211407,43.23042642,17.89779346,34.98505484,0.06282386,-117,2.021255134
"23959",2010,-80.28531,-8.104827,0,0,54.00811,17.78118,34.86731,0.1012516,-271.9769,0.961574009
"25237",2010,-77.75420263,-12.15331667,0,234.548316,34.49267827,18.61944781,35.25158139,0.115855189,-1027.802185,2.48710033
"24100",2010,-79.84613,-8.704915,0,0,56.44494,17.94325,35.00255,0.01980754,-134.6481,4.544229723
"23680",2010,-80.57763,-6.86255,0,0,24.96139,17.09817,34.88956,0.08730877,-67,1.661524397
"23719",2010,-81.50656,-7.393247,0,0,78.54205,19.31528,34.81948,0.02247002,-5707.605,2.343530489
"25231",2010,-77.85408,-12.13478,0,0,40.18638,18.6172,35.22817,0.06794494,-1536.18,1.024434896
"24682",2010,-79.13218,-10.54846,0,0,61.86654,19.34728,35.15307,0.5028653,-1933.946,0.486664274
"24595",2010,-79.29413,-10.36966,0,0,67.35746,19.45602,35.09455,0.48263,-1897.488,0.508088379
"24238",2010,-79.84945,-9.269959,0,0,70.98311,19.90322,34.89471,0.2546533,-1004.456,1.095119986
"25022",2010,-78.11631,-11.65665,0,0,34.66095,18.63314,35.23931,0.08853576,-557.6009,0.623496895
"23451",2010,-82.44534,-6.737111,0,0,89.24329,18.27563,34.99751,0.09761515,-4302.257,1.02105549
"23985",2010,-79.77527,-8.097567,0,14.58768,28.24717,17.85274,34.9676,0.05362378,-140.5671,1.218901472
"25193",2010,-77.3104,-11.84877,0,0,7.094448,17.20548,35.03526,0.4199364,-85.99518,3.728522748
"25936",2010,-75.22953,-16.01642,0,0,34.24767,18.34154,35.10213,0.6182299,-4468.636,0.329333526
"24945",2010,-78.68153,-11.61065,0,0,63.18962,19.83673,35.23936,0.2119843,-2703.647,0.260474394
"24647",2010,-78.60728,-10.25002,0,0,26.37311,18.42607,35.09154,0.2866195,-152.7529,1.521291783
"24803",2010,-78.75641,-10.89729,0,0,52.53926,19.39024,35.16271,0.2279578,-1885.42,2.244786929
"24661",2010,-78.82148,-10.37175,0,0,40.80007,18.8155,34.98915,0.02897152,-152.2243,0.95867409
"24321",2010,-79.67711961,-9.44676209,0,460.998214,65.15106904,19.54819853,34.89455927,0.432218356,-737.6575858,1.241323315
"24049",2010,-80.33543,-8.674896,0,0,75.63497,18.12193,34.87858,0.1135996,-1503.124,0.691540343
"24747",2010,-78.70261,-10.58531,0,0,40.79473,18.87556,35.00004,0.1215226,-497.9931,1.023075588
"25553",2010,-77.10395,-13.05482,0,0,32.92547,17.60115,35.1762,0.1117008,-1135.813,6.459498594
"25076",2010,-77.90697,-11.81816,0,0,34.37343,18.66696,35.2426,0.1644725,-551.4406,1.094149924
"25104",2010,-77.84731,-11.70053,0,2.357573,26.49333,18.16,35.11457,0.2419626,-158.962,1.310793252
"24885",2010,-78.21479,-10.87334,0,0,24.81658,17.95206,35.04531,0.1753633,-313.5116,5.280399
"23593",2010,-81.54055,-7.129587,0,0,67.09969,19.28891,34.79212,0.03367441,-5833.907,2.614076235
"25904",2010,-75.10974,-16.05942,0,0,32.65501,18.80066,35.09372,0.6884812,-3971.285,0.486943734
"25138",2010,-77.36437702,-11.69860517,0,277.609369,8.176120015,17.24243372,35.02577809,0.379030998,-71.15705887,1.883648104
"25680",2010,-77.17029,-13.6544,0,0,46.97573,18.00623,35.253,0.1341739,-2350.47,3.368320204
"23936",2010,-80.59977,-8.312203,0,0,76.29473,18.80581,34.84781,0.3708693,-1612.592,0.537537188
"25020",2010,-78.0877,-11.64007,0,0,32.72354,18.65229,35.2454,0.1270572,-481.3618,0.702977748
"23480",2010,-82.04813,-6.833075,0,0,72.49849,17.85744,34.86865,0.03492708,-4587.048,1.139056487
"23897",2010,-80.63872,-8.020117,0,0,71.45879,18.73879,34.84028,0.1524235,-1394.329,0.839330402
"25956",2010,-75.00426271,-15.61677674,0,1184.14964,7.718049773,16.40805687,35.03069912,0.438562766,-534.9378701,1.547843569
"24697",2010,-79.32948,-10.6813,0,0,75.82379,20.30588,35.30317,0.1138453,-3439.779,0.430528923
"24621",2010,-78.92363,-10.15511,0,0,42.51821,18.72232,34.98626,0.05397999,-150.1718,2.139704549
"24058",2010,-80.20682,-8.62919,0,0,68.03846,18.02106,34.91184,0.07785892,-1053.571,1.081367561
"25725",2010,-76.72555,-13.68484,0,16.56079,21.70573,17.74267,35.13418,0.1276133,-281.3076,5.404833652
"24379",2010,-79.27826,-9.503919,0,0,44.12837,18.26249,35.01652,0.05045814,-158.2781,1.852785826
"24077",2010,-79.92888,-8.470862,0,0,49.29668,17.86605,35.01178,0.02143076,-226.7193,1.202543855
"25961",2010,-75.13411,-15.6051,0,2.452052,10.07746,17.12944,35.07186,0.6621989,-875.6159,1.888822205
"23817",2010,-80.81795,-7.84705,0,0,77.27183,18.90198,34.84012,0.2442282,-2092.776,1.556286123
"24555",2010,-79.26917,-10.06795,0,10.68055,59.48918,18.92294,35.02093,0.1045924,-1272.736,1.56100142
"24571",2010,-79.50825,-10.19795,0,0,75.60849,19.39615,35.01033,0.402981,-2359.752,0.552849589
"25674",2010,-77.07814,-13.60453,0,0,42.69484,17.78025,35.2333,0.1754426,-1559.327,7.004875021
"25509",2010,-77.44997,-12.96952,0,0,46.81349,18.1213,35.25887,0.315334,-1394.595,2.918935163
"24396",2010,-79.54039,-9.652925,0,0,62.00718,19.26141,34.94461,0.4106379,-381.2486,1.745978093
"25960",2010,-75.12551,-15.59053,0,1.535094,9.073803,16.97561,35.06635,0.6622659,-806.344,1.818688421
"25573",2010,-77.49739,-13.28167,0,0,59.60626,17.87797,35.29147,0.1484396,-2104.839,1.189256075
"24527",2010,-78.85259,-9.827314,0,0,31.08292,18.60452,35.06549,0.1577036,-144,2.400908204
"25460",2010,-77.82992,-12.90312,0,0,62.44746,19.26865,35.3017,0.2715924,-2469.845,1.550135935
"23882",2010,-80.4225,-7.902962,0,0,56.81513,18.63194,34.82831,0.4148284,-467.0947,0.959606465
"24493",2010,-78.94118,-9.595032,0,4.813119,31.28935,18.45796,35.04693,0.09640976,-138,2.112237705
"24772",2010,-78.33023879,-10.37758994,0,112.708105,15.59136451,17.84382117,35.06545151,0.323297365,-187,1.759772854
"25785",2010,-76.53742,-14.15909,0,5.492237,14.33627,17.88036,35.11687,0.433995,-425.3096,1.050517906
"24752",2010,-78.62836,-10.54309,0,0,35.74261,19.05291,35.01523,0.1608181,-323.0935,1.037779344
"24636",2010,-78.70074,-10.03013,0,0,27.94582,18.25655,35.07937,0.2685765,-151.5906,1.51213033
"24312",2010,-79.80899,-9.523853,0,0,73.90539,19.82421,34.91471,0.2001269,-1434.024,1.561173299
"25300",2010,-78.04913,-12.46098,0,0,56.44974,19.73735,35.28623,0.06062764,-2290.769,1.163850398
"25440",2010,-77.53627,-12.7279,0,0,42.8138,18.84017,35.2394,0.3993196,-1122.159,2.504417154
"23909",2010,-80.80878,-8.1259,0,0,83.36167,19.02485,34.85446,0.1110611,-2640.504,0.770957878
"26071",2010,-75.64273,-15.96352,0,0,44.04302,19.11647,35.09901,0.3176935,-5536.432,0.344579084
"23653",2010,-80.29748,-6.593359,0,0,2.961956,17.63232,34.89732,0.07561911,-0.9158922,1.70273337
"25373",2010,-77.87715,-12.65524,0,0,54.11452,19.52035,35.2909,0.03121371,-2026.579,2.086783187
"23599",2010,-81.4526,-7.078647,0,2.096052,61.38147,19.29452,34.76264,0.1210488,-5345.761,2.24952069
"24874",2010,-78.37846667,-10.96588333,0,40.920682,35.91395938,18.34172092,35.10034283,0.386326573,-553.0479944,2.94998202
"26050",2010,-75.45768,-15.66165,0,0,23.18534,18.49956,35.08754,0.5781844,-2375.471,2.951053049
"25080",2010,-77.84698,-11.7853,0,0,31.12352,18.39547,35.16833,0.2754556,-222.8643,1.217924241
"26106",2010,-75.50273,-15.48345,0,8.121861,18.99152,17.61317,35.06909,0.3664599,-1278.515,1.723413176
"25830",2010,-77.14708,-14.45325,0,0,52.79048,18.79806,35.1076,0.2906602,-5342.192,2.996589708
"24730",2010,-78.95607,-10.72744,0,0,57.96606,19.59373,35.20897,0.4050056,-2074.398,0.837001435
"24569",2010,-79.4781,-10.18162,0,0,73.57717,19.23146,35.00595,0.3405804,-2335.6,0.586231016
"25773",2010,-76.75485299,-14.58486816,0,2007.224937,36.51555006,18.71057304,35.22042709,0.151588667,-3669.105301,1.890047525
"25567",2010,-77.40845,-13.23026,0,0,53.56965,17.80427,35.2725,0.207352,-1487.806,1.81359886
"24121",2010,-80.15601,-8.880274,0,0,76.26379,18.27673,34.88741,0.2740576,-1440.645,1.184206086
"24484",2010,-79.0822,-9.677549,0,2.590552,40.822,18.51993,35.02519,0.2089113,-159.0222,3.035539364
"24929",2010,-78.5563,-11.34905,0,0,52.96834,18.96041,35.18211,0.3896749,-2005.156,0.347129505
"25704",2010,-77.02878,-13.85982,0,0,36.67385,18.03476,35.2066,0.1162559,-2117.17,1.901159483
"24961",2010,-78.49193,-11.58605,0,0,52.15996,19.11388,35.22403,0.4534686,-1576.902,0.296396858
"24512",2010,-78.6599,-9.435933,0,6.375265,12.18806,19.09083,35.03821,0.2084572,-102.124,2.134976755
"23968",2010,-80.15124,-8.031786,0,0,44.93317,17.77119,34.89647,0.1063146,-183.5178,0.965877078
"25062",2010,-78.11509,-11.93679,0,0,46.83762,18.53225,35.20248,0.09584971,-1745.851,0.439248516
"23435",2010,-82.21796,-6.584671,0,0,72.96619,17.89358,34.93538,0.129601,-4497.235,1.406279238
"24500",2010,-78.83819,-9.535362,0,4.988547,24.23238,18.76471,35.06429,0.2720369,-139.6517,2.209831254
"23437",2010,-82.24517,-6.604787,0,0,74.96809,17.96992,34.957,0.1485168,-4432.792,1.253837757
"23576",2010,-81.7648,-7.16476667,0,26.105927,76.30799706,18.51891574,34.83652904,0.086694368,-4921.738885,1.802080379
"25650",2010,-76.85608686,-13.19418333,0,89.509933,23.50167747,17.50351673,35.12344149,0.025060234,-285.6178536,13.38817779
"23634",2010,-80.95999,-6.795548,0,2,31.47376,17.35638,34.81445,0.4461693,-934.2922,2.133327262
"25896",2010,-75.04517414,-15.93978468,0,44.694659,24.5691652,17.6886679,35.08197014,0.74172026,-2736.539713,0.482885872
"23720",2010,-81.50603,-7.402576,0,0,78.99279,19.3154,34.82058,0.02444326,-5684.077,2.395721171
"24706",2010,-79.27455,-10.82344,0,0,77.11739,20.37686,35.31631,0.06971808,-3358.488,0.402072241
"24249",2010,-80.01125,-9.362367,0,0,82.01166,19.83277,34.87247,0.1101315,-1595.36,1.535418568
"24567",2010,-79.44766,-10.16639,0,0,71.56092,19.09099,35.01185,0.2800702,-2181.05,0.653871541
"24240",2010,-79.87899,-9.286608,0,0,72.99044,19.95574,34.89579,0.160442,-1068.164,1.181787858
"26062",2010,-75.56203,-15.8375,0,0,35.19288,18.88309,35.10648,0.09202328,-4714.582,0.393950145
"25003",2010,-77.83607553,-11.4961711,0,42.624672,15.94435335,18.08333741,35.04454247,0.071494338,-117.510818,1.274269744
"24813",2010,-78.90262,-10.98267,0,0,62.5477,20.03552,35.31822,0.219265,-2431.471,0.539798069
"25683",2010,-77.21612,-13.68085,0,0,49.19952,18.0859,35.25191,0.07930316,-2440.589,2.750101739
"24565",2010,-79.41737,-10.15107,0,0,69.55003,19.00691,35.02527,0.2115027,-2024.98,0.773604321
"23688",2010,-81.03864,-7.127939,0,0,51.55224,18.63881,34.7542,0.2143476,-1963.633,1.582084047
"24180",2010,-79.70315,-8.902363,0,0,53.52534,17.97042,35.00972,0.03642665,-103.4885,2.203539538
"23497",2010,-81.79285631,-6.68130631,0,974.767546,55.02309587,18.59634714,34.76140314,0.062690399,-5385.291632,2.516994137
"26087",2010,-75.6624,-15.76478,0,0,35.92137,19.02809,35.10519,0.09176806,-4635.473,1.406146043
"25458",2010,-77.79992,-12.8865,0,0,60.47888,19.34088,35.3087,0.2319246,-2314.265,1.756584398
"24737",2010,-78.85592,-10.66505,0,0,51.02258,18.96879,35.06329,0.2542953,-1240.124,0.734635391
"24007",2010,-80.09722,-8.278406,0,0,50.21924,17.69818,34.92739,0.08517446,-209.3333,1.17723565
"25456",2010,-77.7701,-12.86953,0,0,58.50716,19.37345,35.31048,0.1971197,-2212.458,1.944735235
"23483",2010,-82.00371969,-6.80830515,0,126.249637,69.51187319,17.8468149,34.83435774,0.066061186,-4751.51608,1.170248249
"25707",2010,-76.984,-13.83393,0,0,34.19137,17.96983,35.2089,0.09057837,-1792.712,0.902924314
"25738",2010,-76.58118217,-14.76805,0,199.465058,36.23320645,18.38749887,35.16115336,0.212266402,-3171.007208,1.179031132
"25019",2010,-78.07305,-11.63127,0,0,31.7208,18.62415,35.23942,0.1623307,-442.9521,0.744800614
"23708",2010,-81.33351,-7.29191,0,0,68.00269,19.2208,34.78471,0.07823819,-4785.167,2.007430165
"24668",2010,-78.92613,-10.42878,0,0,47.82608,18.81857,35.02087,0.01899274,-628.7317,1.353651359
"24516",2010,-78.60124,-9.401406,0,0,8.20034,18.81311,35.02676,0.291341,-96,2.519007313
"24996",2010,-77.97612,-11.29715,0,2.406092,18.7227,17.85631,35.03506,0.08817237,-216.4399,2.116820827
"25248",2010,-77.58203114,-12.10796038,0,94.021365,24.14742833,18.22876217,35.115381,0.138081531,-168.8623947,5.335626639
"24949",2010,-78.6605,-11.67567,0,0,63.32519,19.89135,35.24213,0.1469211,-2756.813,0.260736532
"25982",2010,-75.31376,-15.92242,0,0,31.7512,18.23864,35.09622,0.343518,-3917.61,0.387212971
"24294",2010,-80.07748,-9.666333,0,0,91.63061,19.74791,34.89541,0.1012122,-3755.634,1.239838565
"25718",2010,-76.8221,-13.74475,0,1.997099,25.97135,17.7955,35.2164,0.1115276,-597.593,6.945380065
"25748",2010,-76.72738,-14.85295,0,2,45.94976,18.10564,35.10216,0.200892,-4852.626,1.543376837
"25271",2010,-77.62053,-12.21686,0,0,27.68929,18.38507,35.21896,0.1009337,-613.4718,2.673787803
"23646",2010,-80.40065,-6.53531667,0,85.407363,2.683149645,17.60787447,34.89850852,0.116219874,-55.55274954,1.862523346
"25369",2010,-77.93676,-12.68915,0,0,58.09785,19.51194,35.29033,0.03100745,-2473.405,2.047499418
"26076",2010,-75.71207,-15.91567,0,0,44.33282,19.07064,35.11011,0.1584067,-5472.684,0.467545817
"24486",2010,-79.05274995,-9.66044997,0,2236.587521,38.83963053,18.45794858,35.0261088,0.180268065,-153,3.013276461
"26047",2010,-75.43191,-15.61761,0,0,20.21835,18.05264,35.07737,0.7335299,-1975.782,3.489961394
"24596",2010,-79.27939,-10.36103,0,0,66.39172,19.3327,35.07203,0.4471351,-1873.257,0.541395038
"25675",2010,-77.09305,-13.61277,0,0,43.35433,17.82431,35.23702,0.1820716,-1715.656,7.263979301
"24888",2010,-78.16972,-10.84897,0,16.79827,21.80435,17.81481,35.03085,0.208858,-266.304,5.413441899
"23771",2010,-80.69067,-7.492483,0,0,58.49467,18.11365,34.77769,0.5203504,-398.6309,1.389909766
"23947",2010,-80.45219,-8.201561,0,0,65.46292,18.13553,34.8406,0.2554847,-771.5922,0.932880351
"23613",2010,-81.24532924,-6.96349836,0,45.853077,48.46339028,18.68000047,34.76380044,0.215343538,-2434.89946,2.952433626
"24331",2010,-79.52582,-9.361633,0,8.190974,55.26946,18.55893,34.93008,0.4177835,-239.0223,1.251201527
"25121",2010,-77.75474,-11.82672,0,7.41787,30.78744,18.25461,35.1127,0.1924582,-212.7152,1.575882708
"25167",2010,-77.9202,-12.01908,0,2.47054,44.014,18.75062,35.24366,0.03380377,-1400.276,0.925416426
"25306",2010,-78.1336,-12.5036,0,0,62.01232,19.78541,35.30621,0.06807323,-2920.218,2.038396954
"23666",2010,-80.29895,-6.703417,0,0,8.76195,17.66283,34.90734,0.06035684,-15.136,1.862557304
"24219",2010,-79.5702,-9.11343,0,0,52.05168,18.12546,34.95436,0.1505848,-131.2517,1.822941922
"24498",2010,-78.86778,-9.552024,0,3.159777,26.24346,18.61898,35.06042,0.2408937,-141.2327,2.134378093
"24854",2010,-78.66415,-11.12699,0,0,55.25774,19.60034,35.16597,0.1617345,-1834.127,0.636989138
"23555",2010,-81.66862802,-6.9164149,0,436.529993,60.7213076,18.70334231,34.77044123,0.061414549,-5754.332985,2.665925184
"25523",2010,-77.24067,-12.85145,0,0,32.78756,17.75313,35.2087,0.153899,-597.191,3.918221046
"25261",2010,-77.22692,-11.98372,0,0,5.394834,17.10441,35.02274,0.4998409,-56.90368,3.587508166
"26082",2010,-75.70702,-15.83755,0,0,40.77241,19.05718,35.11181,0.08804823,-5999.601,0.449447646
"24875",2010,-78.36355,-10.95745,0,60.411353,34.90191108,18.2893024,35.09443883,0.340396566,-514.416576,3.101410398
"24955",2010,-78.58047,-11.6378,0,0,58.11929,19.64388,35.24606,0.2977406,-1987.56,0.27043843
"25684",2010,-77.21762,-13.69539,0,0,49.06702,18.08161,35.24708,0.0729366,-2423.969,2.823384968
"24096",2010,-79.78701,-8.67158,0,0,52.52014,17.95776,35.01675,0.01912196,-120.1981,5.295763081
"25273",2010,-77.6499,-12.2343,0,0,29.65487,18.40423,35.22215,0.08430357,-981.9306,2.383578137
"23482",2010,-82.0186,-6.81655,0,0,70.51004,17.8523,34.84617,0.05577177,-4725.258,1.196346901
"25135",2010,-77.32009,-11.67325,0,0,5.36936,17.15245,35.01784,0.331903,-59.72503,1.839342353
"25266",2010,-77.54796,-12.17141,0,6.660072,22.83166,18.27173,35.16191,0.1086516,-166.3014,3.26135936
"25810",2010,-76.90934,-14.3783,0,0,38.2672,18.51904,35.16982,0.02806483,-3716.769,3.592402355
"23740",2010,-81.20805,-7.500367,0,0,76.04436,19.35691,34.79841,0.1128771,-4148.125,1.701216189
"23558",2010,-81.71325971,-6.94036319,0,36.184462,63.43443515,18.67140085,34.77781558,0.073344828,-5497.195961,3.999237808
"24796",2010,-78.57013,-10.7867,0,0,39.74548,19.39044,35.08584,0.1401905,-750.0041,4.891815148
"24591",2010,-79.35264,-10.40449,0,0,71.21226,19.97315,35.20309,0.5229357,-2149.83,0.459457561
"23547",2010,-81.55209975,-6.8474777,0,420.52934,53.44227204,18.71059444,34.74879707,0.114168537,-4909.856937,3.313847143
"25510",2010,-77.43438,-12.96063,0,0,45.76354,18.10648,35.25933,0.3144029,-1357.222,3.009659733
"25726",2010,-76.7108888,-13.67612773,0,25.271812,21.09259374,17.72432155,35.12415783,0.134575813,-256.4218188,5.674737094
"25027",2010,-78.19157,-11.6988,0,0,39.71152,18.52881,35.20446,0.05900471,-1176.766,0.464027576
"24305",2010,-79.91253,-9.583374,0,0,80.808,19.73358,34.92097,0.1774992,-1812.422,1.295583363
"24904",2010,-78.18606,-11.13809,0,0,31.60049,18.16629,35.0686,0.1437184,-394.2064,2.667093911
"25758",2010,-76.83595581,-14.72431628,0,2758.290733,45.63112617,18.09484784,35.13717587,0.137466314,-5137.904302,3.488264675
"24778",2010,-78.26698333,-10.61743333,0,100.271176,19.25207307,17.91658412,35.0608781,0.337982814,-233.0615415,3.223859076
"24654",2010,-78.71055,-10.30888,0,0,33.31373,18.74721,35.04244,0.120919,-144.8262,1.262672965
"25980",2010,-75.29604,-15.89338,0,0,29.73365,18.13975,35.09327,0.3458863,-3877.886,0.444227389
"25128",2010,-77.4347,-11.64061,0,2.457875,9.409424,17.47973,35.03129,0.4752397,-76.24707,1.481252194
"24521",2010,-78.76385,-9.776297,0,0,25.07305,18.55748,35.063,0.1438517,-147.5072,2.28082105
"24715",2010,-79.17893,-10.85243,0,0,73.01867,20.29692,35.31921,0.1067494,-2835.682,0.449790058
"25404",2010,-77.41748,-12.38831,0,5.065852,23.7599,18.30006,35.18366,0.07442321,-261.2499,3.464200368
"24451",2010,-79.55144,-9.944136,0,0,72.27378,19.21933,35.02133,0.2462438,-1736.86,1.358794878
"23456",2010,-82.38265,-6.781324,0,0,87.22421,18.14769,34.98098,0.1108508,-4348.734,1.183103353
"24743",2010,-78.76212,-10.61877,0,0,44.83406,18.84225,35.01346,0.09725005,-662.552,1.001343632
"24679",2010,-79.08772,-10.52315,0,0,58.84753,19.03655,35.08211,0.3849655,-1612.207,0.467825015
"23902",2010,-80.70628,-8.066583,0,0,76.31381,18.84623,34.84276,0.127729,-1702.757,0.843008995
"24478",2010,-79.1707,-9.728212,0,0,46.77148,18.71715,35.02424,0.1881412,-159.9302,2.935258726
"24701",2010,-79.30413,-10.7441,0,0,76.24996,20.3381,35.30707,0.08850473,-3341.164,0.402969292
"26086",2010,-75.67141,-15.77929,0,0,36.88888,19.03278,35.10656,0.0888034,-4902.618,1.246620154
"23765",2010,-80.09657,-6.867989,0,2.284087,9.341329,17.73782,34.92414,0.04363164,-40.18263,1.646145118
"24134",2010,-80.26901,-9.018242,0,0,86.52746,18.82953,34.85497,0.2663564,-2101.278,0.658791514
"25154",2010,-77.73344,-11.91271,0,0,32.10574,18.31802,35.14132,0.2009037,-160.5778,1.810348765
"25744",2010,-76.66709263,-14.81959263,0,93.9718,41.99884593,18.07145636,35.12324289,0.141160765,-4201.140472,1.025245887
"24241",2010,-79.89373,-9.294892,0,0,73.99145,19.96754,34.89526,0.1258882,-1116.277,1.207731091
