"","Year","Lon_M","Lat_M","MUN","ANC","DC","SST","SALI","GSST","BAT","CHL"
"11046",2019,-74.28382,-16.09547,3.500145,2.892403,13.17483,15.54593,34.91835,0.1834085,-427.1467,1.032608901
"110471",2019,-74.29142,-16.10931,30.69698,3.087059,14.10412,15.57138,34.91877,0.1912239,-525.8758,1.021974757
"11048",2019,-74.30017,-16.12502,8.913686,2.917324,15.15901,15.59735,34.91893,0.1974539,-867.9137,0.989820983
"11049",2019,-74.30857,-16.13963,2.155353,11.33185,16.14603,15.61849,34.91874,0.2005305,-1186.95,0.956821857
"11050",2019,-74.31676067,-16.15444527,1132.364816,693.794732,17.13954048,15.6377217,34.91827272,0.201538974,-1477.084635,0.980961076
"11051",2019,-74.26554,-16.74281,25.94945,0,42.99949,17.81047,35.02324,0.3744545,-4833.664,2.170710606
"11052",2019,-74.25737,-16.72809,80.66251,0,42.00237,17.73591,35.02126,0.4425431,-4766.491,2.365672749
"110531",2019,-74.24929,-16.71335,121.6444,0,41.00632,17.62972,35.01718,0.5104884,-4701.063,2.451322316
"11054",2019,-74.24115,-16.69839,200.0307,0,39.99811,17.48775,35.01023,0.5758871,-4524.438,2.683022598
"11055",2019,-74.23328,-16.6836,227.8494,0,39.00655,17.35852,35.00284,0.6344045,-4432.788,2.937801713
"11056",2019,-74.22516,-16.66881,535.4204,0,38.00786,17.22301,34.99508,0.6892203,-4258.106,2.847334609
"11057",2019,-74.21605418,-16.65447652,1015.984411,139.121675,37.00142471,17.08009166,34.98701869,0.73964373,-4198.483223,2.684074237
"11058",2019,-74.20680904,-16.64027341,1951.593203,854.376197,35.99722093,16.92825606,34.97865786,0.786164361,-3986.573934,2.462962838
"110591",2019,-74.1976372,-16.62608107,1512.966776,452.25866,34.9958324,16.75439092,34.96999173,0.74107835,-3709.058054,2.168896628
"11060",2019,-74.18890869,-16.61162381,1045.058554,326.467406,33.99495137,16.58105132,34.96164722,0.685851204,-3520.305994,1.846995596
"11061",2019,-74.17967167,-16.59755333,1192.246838,432.97026,32.99765155,16.41256763,34.95374408,0.623984156,-3458.259114,1.667091002
"11062",2019,-74.17252054,-16.58234245,1432.895248,896.49559,32.0085908,16.24024256,34.94601953,0.55287905,-3439.619433,1.659885833
"11063",2019,-74.16457483,-16.56744483,855.16504,554.940862,31.01072925,16.07112413,34.93863479,0.474984981,-3396.238183,1.653791171
"11064",2019,-74.1567509,-16.55245881,424.199062,138.937922,30.01271348,15.97115271,34.93504276,0.397969008,-3313.334655,1.716148948
"11065",2019,-74.1469155,-16.536478,616.248635,85.321716,28.90116314,15.94940168,34.93552952,0.331173811,-3245.797537,1.705839228
"11066",2019,-74.13801083,-16.52441333,541.209172,145.2269828,28.01470831,15.94228367,34.9363454,0.289308711,-3111.495916,1.672954391
"11067",2019,-74.13042501,-16.51302342,725.601716,91.896816,27.20405944,15.93969287,34.93738827,0.257327108,-2935.879875,1.591946569
"11068",2019,-74.12262,-16.49547,2041.838,3.957884,26.07973,15.93492,34.93915,0.216855,-2689.181,1.466993052
"11069",2019,-74.11419967,-16.48101683,7130.718876,5926.274465,25.0905483,15.94390873,34.94121762,0.195561463,-2614.13044,1.373095026
"11070",2019,-74.10629552,-16.46621509,6581.123625,3313.668165,24.1012487,15.98706889,34.94336406,0.212448146,-2550.696988,1.376018165
"11071",2019,-74.09822938,-16.45080297,2555.009482,1157.633091,23.07732571,16.03578105,34.94571558,0.231691786,-2456.215657,1.419022528
"11072",2019,-74.0893095,-16.436204,1415.06581,4835.448604,22.06568224,16.08842199,34.94829726,0.251490731,-2291.076671,1.475670286
"11073",2019,-74.08158169,-16.42255204,1073.204922,6216.700073,21.14049108,16.13716649,34.95075238,0.268261015,-2071.291808,1.497481018
"11074",2019,-74.07216048,-16.40740101,684.481888,10600.2488,20.08589858,16.19535141,34.9531457,0.269125416,-1854.59242,1.487989278
"11075",2019,-74.06375467,-16.39300483,1260.607969,850.128266,19.10276675,16.22173494,34.9534539,0.266397915,-1687.978399,1.440299453
"11076",2019,-74.055484,-16.377933,269.211442,74.529479,18.09246773,16.22024328,34.95184369,0.267990704,-1517.672035,1.388522318
"11077",2019,-74.04699002,-16.36333278,91.615245,78.291334,17.09831595,16.21676451,34.95045179,0.27303944,-1395.061619,1.350358146
"11078",2019,-74.03839,-16.34892,4.217691,9.010491,16.11059,16.21038,34.94922,0.2817079,-1369.325,1.339439716
"110791",2019,-74.02973,-16.33435,112.9673,8.154785,15.11406,16.20008,34.94808,0.2942839,-1236.734,1.363882062
"110801",2019,-74.02249,-16.31907,70.54532,7.522511,14.13721,16.17892,34.94672,0.3093058,-1124.84,1.379515438
"11081",2019,-74.01414,-16.30444,36.08217,2.048897,13.1541,16.1264,34.94476,0.3052276,-973.4191,1.396161549
"11082",2019,-74.00586,-16.2897,2.853492,4.611074,12.17036,16.06649,34.94254,0.3005722,-949.5517,1.409394017
"11083",2019,-73.99736,-16.2751,2.652407,0,11.18296,15.99656,34.93996,0.2941225,-900.9196,1.414907697
"11084",2019,-73.98841,-16.26082,1.815099,0,10.19609,15.91657,34.93697,0.281251,-849.6124,1.403954735
"110851",2019,-73.98003,-16.24609,2.345861,0,9.21369,15.83546,34.93387,0.2636272,-744.6046,1.388109746
"110861",2019,-73.972,-16.23128,1.680268,8.151798,8.24758,15.78527,34.93162,0.2405023,-677.1209,1.371552407
"11087",2019,-73.96387342,-16.21652515,144.962547,150.596565,7.28986309,15.76295559,34.9301775,0.220137342,-614.0818617,1.317207556
"11088",2019,-73.95548904,-16.20184265,197.802044,2511.385722,6.337008067,15.74913178,34.92898188,0.205498535,-527.8137603,1.25473249
"11089",2019,-73.9461373,-16.18654625,249.946203,1278.759683,5.336305206,15.74454148,34.92802811,0.196684203,-420.1904546,1.197055464
"11090",2019,-73.93694456,-16.17355031,564.526223,302.887974,4.449263569,15.7506542,34.92753741,0.195408965,-359.7639381,1.28024415
"11091",2019,-73.75449894,-16.24069973,2441.755547,298.442811,2.752064424,16.1321483,34.94414688,0.125549453,-128.5441843,1.842837363
"11092",2019,-73.73869826,-16.25313805,2780.165272,193.376254,2.127301371,16.14543929,34.94469738,0.10822389,-135.2938464,2.123111584
"11093",2019,-73.72825909,-16.26038273,3285.66586,407.78013,1.818017336,16.15384379,34.94504892,0.096777262,-134.9941535,2.387619025
"11094",2019,-73.71434893,-16.26473962,659.483864,39.027204,1.51290331,16.16678936,34.94545113,0.081524668,-132.3042779,2.846934435
"11095",2019,-73.70497246,-16.26577178,1020.336517,25.972178,1.430824933,16.17627121,34.94569845,0.071243299,-134.5368706,3.10900419
"11096",2019,-73.68861334,-16.26697037,1549.107006,76.123367,1.68500914,16.19299731,34.94612241,0.053305403,-99.32990922,3.539606907
"11097",2019,-73.6406155,-16.30770783,314.163723,272.381329,4.482609985,16.14607945,34.94518057,0.04385648,-131.3498792,2.811619744
"11098",2019,-73.64839133,-16.32270383,718.204247,238.336093,5.384326461,16.14185081,34.94545969,0.063821914,-166.7406651,2.304508754
"11099",2019,-73.65716985,-16.33701759,1195.488556,754.21654,6.248153727,16.15771982,34.94591952,0.068324456,-238.4811612,2.163489002
"11100",2019,-73.66593105,-16.35179799,590.557477,514.952671,6.907593112,16.16822774,34.94606156,0.076057423,-259.9755769,2.077246742
"11101",2019,-73.6741477,-16.36637897,95.730274,198.262324,7.633155349,16.17304427,34.94588787,0.086611762,-301.6515715,1.952710277
"11102",2019,-73.68225004,-16.38076326,42.545304,69.710617,8.403113998,16.17420239,34.94538248,0.102404239,-383.9774464,1.800388862
"111031",2019,-73.69042,-16.3963,2.695736,0,9.282247,16.18077,34.94458,0.1278612,-496.553,1.613806144
"11104",2019,-73.69849,-16.41085,4.734605,0,10.13311,16.21518,34.94281,0.1582526,-607.447,1.467409026
"11105",2019,-73.70693,-16.42521,2.157524,0,10.99522,16.26133,34.94082,0.1903412,-741.3841,1.347481786
"11106",2019,-73.57581,-16.90071,23.7313,0,33.81325,17.82774,35.00444,0.3833815,-3134.379,0.579069849
"11107",2019,-73.56781233,-16.88578017,39.85996,11110.97366,32.80682517,17.78300653,35.00172686,0.369270195,-3039.147902,0.583626193
"11108",2019,-73.55935333,-16.87119233,97.277808,2462.768907,31.80588232,17.74194829,34.99819409,0.368263639,-2898.754596,0.589951421
"111091",2019,-73.550475,-16.85682417,130.38344,14533.11499,30.80505949,17.69786412,34.99375362,0.376680502,-2769.178235,0.59835947
"11110",2019,-73.5423315,-16.84204067,55.229936,5804.251483,29.80238424,17.64440723,34.98842722,0.386882017,-2660.801119,0.574241919
"11111",2019,-73.53391977,-16.82729657,126.890804,365.218972,28.79444456,17.5850597,34.98253164,0.399391701,-2583.123923,0.547641716
"11112",2019,-73.52587833,-16.8124595,159.68143,955.587411,27.79169945,17.51864005,34.97596499,0.413712893,-2521.667923,0.525660471
"11113",2019,-73.51730184,-16.79761416,137.197411,1042.421006,26.77387647,17.43146566,34.96869395,0.421579126,-2481.229316,0.534683714
"11114",2019,-73.50851657,-16.78337677,62.562398,1420.238939,25.7824444,17.30602277,34.96230965,0.396171468,-2454.072794,0.543027249
"111151",2019,-73.49979,-16.769,26.13893,0,24.78517,17.19104,34.95658,0.3670379,-2425.906,0.552291368
"11116",2019,-73.49233,-16.75378,24.38164,0,23.77796,17.08433,34.9513,0.3347086,-2391.987,0.561355668
"111171",2019,-73.48401,-16.73912,9.11597,0,22.77718,16.99021,34.94686,0.2987066,-2341.842,0.571276468
"11118",2019,-73.47518,-16.72471,5.140313,0,21.77518,16.90816,34.94321,0.2587223,-2290.308,0.584150461
"11119",2019,-73.46629,-16.70834,13.56195,0,20.66788,16.86991,34.94319,0.2215774,-2226.619,0.601652366
"11120",2019,-73.46051,-16.69651,30.76044,0,19.88582,16.85901,34.9443,0.2021669,-2147.881,0.613055228
"11121",2019,-73.4509,-16.68183,29.4878,0,18.84836,16.85205,34.94611,0.1811412,-1963.763,0.640572497
"111221",2019,-73.44164,-16.66737,16.98094,0,17.83244,16.85141,34.94808,0.1679081,-1688.259,0.677665902
"11123",2019,-73.43309,-16.65102,6.257626,0,16.73519,16.86455,34.94912,0.1643687,-1399.879,0.712353156
"111241",2019,-73.425,-16.63939,3.64182,0,15.90129,16.88329,34.94925,0.1644895,-1343.106,0.748299837
"11125",2019,-73.41846,-16.62366,7.993834,0,14.89153,16.8838,34.94877,0.1715913,-1142.049,0.811509145
"111261",2019,-73.41045,-16.60838,48.75614,0,13.86544,16.88146,34.94767,0.1804468,-869.6161,0.878245109
"11127",2019,-73.4013207,-16.5941818,147.969424,104.060681,12.86681292,16.87503674,34.94590875,0.190870641,-756.7863279,0.973267777
"11128",2019,-73.39247657,-16.57983383,359.740555,179.05523,11.8679414,16.85975112,34.9436267,0.202436972,-718.4206763,1.103539881
"11129",2019,-73.38392012,-16.5652869,816.080619,11014.08482,10.86636096,16.83575117,34.94083382,0.215122745,-763.5858105,1.243497298
"11130",2019,-73.37633087,-16.55023078,1007.810737,1558.128663,9.863726816,16.78709259,34.93796566,0.226521535,-638.1950828,1.43362288
"11131",2019,-73.36789763,-16.53485667,223.084916,619.694304,8.821534591,16.72387479,34.93508286,0.234184128,-317.4319062,1.648020938
"11132",2019,-73.36029668,-16.52082716,429.047739,179.24305,7.873036969,16.66175436,34.93261262,0.237231515,-167.1710319,1.847836448
"11133",2019,-73.35042437,-16.50317698,231.095399,269.231995,6.67136647,16.59249597,34.93058936,0.236759355,-302.3247843,2.074447644
"11134",2019,-73.34782201,-16.49017096,131.545475,460.948054,5.916718599,16.54730727,34.92981485,0.236618941,-303.6952499,2.226143208
"11135",2019,-73.01145425,-16.57044515,126.449387,350.265661,3.45700868,16.51015123,34.88235519,0.405972083,-106.7359172,7.422519706
"111361",2019,-73.01938454,-16.58521461,438.123067,179.836236,4.450339069,16.48938261,34.88274865,0.411530939,-114.0890259,5.800105863
"111371",2019,-73.02719396,-16.60019893,69.30843,264.716693,5.432414981,16.47153473,34.88278911,0.41700507,-128.3541028,3.988702093
"11138",2019,-73.03524644,-16.61495244,43.375133,106.755232,6.366085724,16.45954356,34.88253382,0.422649578,-171.8620129,3.195018363
"11139",2019,-73.04391622,-16.62963963,45.693132,283.755579,7.319992109,16.4480787,34.88225041,0.426254013,-239.70894,2.756298974
"11140",2019,-73.0521549,-16.64427016,82.133935,109.839063,8.278748716,16.48906558,34.88450355,0.442729229,-318.8344691,2.319954684
"11141",2019,-73.06064092,-16.6588801,34.626509,51.062748,9.248175165,16.65462167,34.8927632,0.493038812,-416.1987878,2.003002994
"11142",2019,-73.06887,-16.67362,9.503517,5.905184,10.22722,16.81755,34.90106,0.5367453,-543.7787,1.728590165
"111431",2019,-73.076353,-16.68752183,4.148587,45.916264,11.15014591,16.96779613,34.90885168,0.571870914,-454.6224003,1.517902886
"11144",2019,-73.08528,-16.70305,10.18426,15.82996,12.19378,17.13418,34.91762,0.6028829,-794.2761,1.475068129
"11145",2019,-73.09387154,-16.71776284,21.781975,553.716732,13.1881126,17.28911088,34.92594302,0.624531879,-980.6611304,1.414532715
"11146",2019,-73.10349174,-16.73163129,108.090941,23.979864,14.15735487,17.40960118,34.93117628,0.565753223,-1011.941585,1.340503045
"111471",2019,-73.11194,-16.74624,211.4061,0,15.14811,17.52104,34.93562,0.4935855,-1161.896,1.356938276
"11148",2019,-73.1207,-16.76083,25.55941,0,16.1455,17.62455,34.9397,0.4217428,-1298.595,1.352031316
"111491",2019,-73.12887,-16.77559,20.21482,0,17.14146,17.69877,34.94316,0.3580211,-1433.635,1.331475416
"11150",2019,-73.13605,-16.79075,15.36955,0,18.13907,17.76961,34.94665,0.2993125,-1564.294,1.32771832
"11151",2019,-73.14467,-16.80528,40.6453,0,19.11726,17.79801,34.94927,0.2595764,-1601.855,1.330521671
"11152",2019,-73.15295,-16.81999,141.9884,0,20.09793,17.77349,34.95073,0.2475505,-1649.091,1.276798078
"11153",2019,-73.16127,-16.83606,36.92382,0,21.15922,17.74457,34.95231,0.239404,-1730.532,1.178473318
"11154",2019,-72.73419,-16.78403,16.65831,1.73171,8.121798,17.41754,34.91065,0.7043128,-101.6662,1.698260877
"11155",2019,-72.72542769,-16.76956478,22.208999,71.304107,7.170662876,17.35672234,34.90982407,0.699546685,-82.18580322,1.766502551
"111561",2019,-72.71625,-16.75338,32.64713,18.32597,6.130382,17.27998,34.90848,0.7007047,-62.16929,1.996415861
"11157",2019,-72.71221769,-16.73897562,204.104827,243.001641,5.245356279,17.19255614,34.90663255,0.705140234,-42.30085053,2.210350199
"11158",2019,-72.71268,-16.72729,218.9419,0,4.551371,17.14468,34.90559,0.7046336,-33.147,2.455606323
"11159",2019,-72.5883,-16.72333,66.56378,0,3.147675,16.50246,34.89376,0.7962884,-60.23007,3.423343205
"11160",2019,-72.57298,-16.73106,123.8579,0,3.4868,16.51568,34.89438,0.7997864,-69.80523,3.208818904
"11161",2019,-72.41900594,-16.88072005,48.107405,4641.430382,7.042373363,17.27236753,34.91329018,0.730157417,-456.7733252,1.697035133
"11162",2019,-72.4311035,-16.88780767,770.245483,10718.73793,7.842647029,17.42055296,34.9171863,0.747479114,-526.3632981,1.688547609
"11163",2019,-72.44617206,-16.8918832,499.565783,8231.401348,8.660796134,17.5513761,34.92066329,0.767738339,-882.0602895,1.682590471
"111641",2019,-72.42723753,-16.89656463,95.022694,1157.288642,7.918656561,17.48748009,34.91897803,0.723748956,-609.1603772,1.667549608
"111651",2019,-72.43591375,-16.91107859,116.519031,3097.77247,8.643789038,17.68334457,34.92424896,0.703823704,-767.3586618,1.641414141
"11166",2019,-72.44371574,-16.92605825,5.337851,723.614793,9.348013491,17.87157192,34.9294028,0.666563444,-841.7705592,1.594374665
"11167",2019,-72.45182483,-16.94099767,16.07773,44.028004,10.11812529,18.05338101,34.9344776,0.613939532,-861.2976287,1.538052353
"11168",2019,-72.45995,-16.95567,1.418799,10.25159,10.91722,18.2251,34.93937,0.5466724,-887.5284,1.509868491
"11169",2019,-71.5617885,-17.41359543,1.0226,1023.805972,7.423695201,18.23097937,34.99332748,0.24833794,-290.6327224,1.962883175
"11170",2019,-71.41586016,-17.71187204,16.268276,122.524401,1.922914669,18.46239126,35.00659869,0.337116005,-119.0793449,2.309344293
"11171",2019,-71.41320925,-17.73070325,186.298503,500.1544,2.315046929,18.5385719,35.00848508,0.339206427,-89.84776855,2.162435707
"11172",2019,-71.4124811,-17.74720687,559.839662,854.528167,3.024482898,18.60787512,35.01021381,0.340959442,-290.2894554,2.004195847
"11173",2019,-71.39559454,-17.74427398,52.207577,1787.246113,2.424310971,18.53358303,35.00858604,0.339807942,-199.0200241,2.198563762
"11174",2019,-71.37887951,-17.73964947,123.467359,407.124975,2.022602255,18.45916342,35.00688635,0.338800983,-152.1032075,2.480360183
"11175",2019,-71.36231359,-17.7350021,65.021526,1034.883018,1.840242545,18.39172488,35.00529226,0.338114225,-92.11000044,2.763743319
"11176",2019,-71.37209746,-17.75842121,264.555366,736.957739,3.186156265,18.48503237,35.00792902,0.338992661,-119.6697977,2.283377931
"11177",2019,-71.37933195,-17.77340277,583.905314,66.728921,4.045289475,18.54125565,35.00935694,0.329788826,-139.7632717,1.991037122
"11178",2019,-71.38754,-17.78795,179.2693,10.01919,4.927084,18.60088,35.01094,0.3288589,-134.9757,1.829175233
"11179",2019,-71.39619,-17.80252,292.7739,10.25483,5.847845,18.66427,35.01272,0.3266383,-191.1434,1.719750609
"11180",2019,-71.40315,-17.81663,114.436,20.15858,6.746746,18.72057,35.01443,0.3233172,-301.241,1.649997679
"11181",2019,-71.41173849,-17.83262246,2.143684,59.790792,7.785044626,18.78944832,35.01659973,0.318156867,-572.452368,1.561944042
"11182",2019,-71.09931,-17.96651,31.98537,0,5.820399,17.80988,35.00612,0.4500063,-122.7681,1.583435804
"11183",2019,-71.09091,-17.95184,198.7878,0,4.876919,17.77285,35.00321,0.4384536,-134.5791,1.613736265
"11184",2019,-71.0825,-17.93584,261.8854,0,3.803743,17.73963,35.00014,0.4269017,-158.1224,1.669219689
"11185",2019,-71.07001,-17.93244,236.8001,0,3.350265,17.68784,34.9988,0.4097329,-168.6436,1.734808707
"11186",2019,-71.05696,-17.94193,405.0885,0,3.751028,17.62667,34.99941,0.3918026,-154.957,1.647069217
"11187",2019,-71.04263,-17.95156,132.3867,0,4.176019,17.55618,34.99991,0.3721033,-132.9955,1.676190892
"11188",2019,-71.02804,-17.96071,158.2149,0,4.662709,17.48336,34.99923,0.3684937,-139.4912,1.685290762
"111891",2019,-71.0135,-17.97019,141.431,0,4.750206,17.3981,34.99818,0.3684937,-175.8275,1.676820406
"11190",2019,-70.84064733,-18.1581745,33.144327,39.445474,6.383443313,18.06322611,35.01699686,0.595978452,-127.408245,1.091911782
"111911",2019,-70.84839,-18.1733,10.24906,5.469952,7.379589,18.20489,35.01815,0.648826,-153.6044,1.07040881
"11192",2019,-70.77526,-18.25535,94.35794,7.685055,7.791323,18.42334,35.0195,0.7460308,-154.6593,0.967847639
"111931",2019,-70.75779476,-18.2554158,142.516811,62.655429,7.171978637,18.33028591,35.01901738,0.779591425,-119.1799024,0.981447901
"11194",2019,-70.74023583,-18.25555467,9.453593,107.690498,6.624768953,18.23740547,35.01853502,0.81332544,-104.1270344,0.998559746
"11195",2019,-70.72278,-18.2554,10.67674,1.212546,6.102952,18.14241,35.01804,0.8468371,-118.9086,1.022261094
"11196",2019,-80.69991,-6.504761,144.8375,0,9.083073,16.80289,35.14511,0.2402768,-34.35733,0.479973894
"11197",2019,-80.71456,-6.512986,210.6693,0,9.914361,16.78739,35.14482,0.234178,-38.97799,0.449915577
"11198",2019,-80.72897,-6.521786,557.1527,0,10.77155,16.76058,35.14258,0.2232357,-51.084,0.425925255
"11199",2019,-80.74337,-6.53,451.0963,0,11.60963,16.73147,35.14025,0.212346,-59.1964,0.409519274
"112001",2019,-80.75798795,-6.53820462,629.230346,2869.600852,12.47652848,16.70800447,35.13872111,0.20188876,-46.32424161,0.393093609
"11201",2019,-80.7722935,-6.5467645,758.895429,6121.807583,13.32201839,16.69067505,35.13785383,0.191499996,-26.83263636,0.378323701
"11202",2019,-80.78675859,-6.55527929,1018.392522,10742.94074,14.16495356,16.67932542,35.13782292,0.181606424,-20.37490166,0.379900333
"112031",2019,-80.80128749,-6.5637125,401.198221,10496.97039,15.00879612,16.65608649,35.13764892,0.176632154,-45.46729796,0.387277273
"11204",2019,-80.81579,-6.572046,1090.096,2.961748,15.84404,16.59769,35.1344,0.1740129,-80.05863,0.380886325
"11205",2019,-80.83036,-6.580313,2007.199,2.46724,16.62435,16.5448,35.13087,0.1680498,-147.8005,0.357891202
"11206",2019,-80.84494,-6.588537,3486.433,0,17.40431,16.49739,35.12705,0.1587702,-212.8566,0.336594397
"11207",2019,-80.85944,-6.596907,459.2515,0,18.18367,16.45509,35.12288,0.1461408,-274.5527,0.32186251
"11208",2019,-80.87364,-6.605587,39.35786,0,18.97675,16.41784,35.11828,0.1301157,-447.2041,0.320619484
"11209",2019,-80.88827,-6.613805,2.247042,0,19.76573,16.37672,35.11178,0.1136304,-636.7234,0.326629173
"112101",2019,-80.81938,-6.970001,9.880993,0,37.33365,16.41509,35.05914,0.239456,-186.7534,0.648644918
"11211",2019,-80.80495,-6.961683,40.79934,0,36.49959,16.34227,35.06053,0.2383954,-131.6137,0.665477794
"11212",2019,-80.24412,-7.022697,3.007586,0,20.61827,15.94239,35.04278,0.09614734,-62.03725,0.806696166
"11213",2019,-80.25871,-7.031045,1.067592,0,21.61885,15.95318,35.04276,0.09856294,-65,0.800375394
"11214",2019,-80.27325,-7.039308,19.69272,0,22.61519,15.96234,35.04259,0.1066052,-63.7792,0.775901467
"11215",2019,-80.28797,-7.047529,39.13632,0,23.61991,15.98678,35.04259,0.1212229,-61.29408,0.738362911
"11216",2019,-80.30258,-7.055677,26.1947,0,24.61687,16.01451,35.04261,0.13387,-53.52114,0.711376705
"112171",2019,-80.31715,-7.064005,60.85792,0,25.61692,16.04491,35.04264,0.1442898,-60.04217,0.69473392
"11218",2019,-80.33143,-7.072733,77.91503,0,26.61235,16.09021,35.04288,0.1442618,-67.04206,0.687288846
"11219",2019,-80.34599,-7.081175,148.3376,0,27.61492,16.13537,35.0432,0.1409995,-68.98204,0.683308197
"11220",2019,-80.36045,-7.089579,150.8897,0,28.61096,16.17722,35.04355,0.1368089,-73.99799,0.684039457
"112211",2019,-80.37503,-7.097947,54.68824,0,29.61287,16.2161,35.04395,0.1316166,-76.00733,0.684489125
"112221",2019,-80.38961,-7.106342,246.8475,0,30.61549,16.25199,35.04438,0.1254666,-77.02201,0.679648656
"11223",2019,-80.40411,-7.114678,113.061,0,31.61247,16.27939,35.04475,0.1195961,-76.5249,0.664441251
"11224",2019,-80.41884,-7.122829,42.89357,0,32.61626,16.28742,35.04487,0.1142517,-71.97852,0.644147237
"11225",2019,-80.43341,-7.131291,197.5126,0,33.62013,16.28642,35.04501,0.1040987,-74.04566,0.621752148
"11226",2019,-80.44777,-7.139805,216.7841,0,34.61448,16.28573,35.04515,0.09420595,-82.99713,0.612601671
"11227",2019,-80.46251,-7.147879,178.2582,0,35.61684,16.28498,35.04526,0.08495628,-91.98643,0.615447765
"11228",2019,-80.4767,-7.156817,34.0962,0,36.61453,16.28498,35.04542,0.07525303,-95.364,0.621283498
"11229",2019,-80.49148,-7.164803,626.2798,0,37.6164,16.28673,35.04546,0.06952407,-97.15847,0.612981884
"11230",2019,-80.50715,-7.170879,1456.005,0,38.61151,16.28902,35.04535,0.06736775,-104.2606,0.601056691
"11231",2019,-80.52272,-7.177046,340.71,0,39.60413,16.29233,35.04522,0.06610301,-111.9269,0.588767328
"11232",2019,-80.53608,-7.187175,26.35375,0,40.59062,16.2994,35.04523,0.06281952,-113.8419,0.58144394
"11233",2019,-80.15765,-7.369817,10.90203,0,30.18529,16.56404,35.06819,0.09674873,-92.83002,0.675284365
"11234",2019,-80.143,-7.361834,74.28357,0,29.19703,16.54572,35.06845,0.09650104,-90.8205,0.68998621
"11235",2019,-80.1299,-7.354067,89.80327,0,28.29934,16.53492,35.06875,0.09722058,-86.04577,0.704151021
"11236",2019,-80.11284,-7.344018,216.8735,0,27.13278,16.52124,35.06918,0.09784301,-82.03288,0.729931636
"11237",2019,-80.09941,-7.336903,527.7481,2.739041,26.2325,16.50951,35.06952,0.09752696,-78.00184,0.753478543
"11238",2019,-80.08463333,-7.32881667,386.730945,135.606419,25.23664172,16.49503635,35.06988461,0.096423456,-73.68220447,0.782685192
"11239",2019,-80.07024166,-7.32034166,443.112086,23.048707,24.25415193,16.46922952,35.06987887,0.090599922,-67.44475803,0.811174026
"11240",2019,-80.05582,-7.311926,527.8161,6.931814,23.27252,16.44035,35.0697,0.08507856,-81.67004,0.842599685
"11241",2019,-80.04073702,-7.30279351,338.099991,95.414519,22.24004728,16.41229887,35.06951006,0.0823745,-82.3408848,0.87941663
"11242",2019,-80.02669323,-7.29338333,145.48929,1161.360831,21.26230111,16.38806982,35.06933452,0.083154333,-78.9063752,0.908482121
"11243",2019,-80.01088333,-7.28883333,144.281001,163.462506,20.28429268,16.36487675,35.06913689,0.083308874,-75.9319984,0.935849929
"11244",2019,-80.00105,-7.28325,319.644739,136.415186,19.62083061,16.35076185,35.06901397,0.086501801,-72.232,0.95673001
"11245",2019,-80.00247289,-7.27253333,166.605238,34.495909,19.49844747,16.35335365,35.0691222,0.097142033,-68.909492,0.962641955
"11246",2019,-79.98597,-7.268817,8.91946,17.03965,18.49484,16.39328,35.07016,0.1182222,-67.91265,0.992912563
"11247",2019,-79.97057325,-7.26246163,159.644264,375.973972,17.50600855,16.4422859,35.07154211,0.14311076,-69.59721361,1.018341304
"112481",2019,-79.95580275,-7.25470971,239.650582,55.248079,16.52892181,16.49214142,35.07312615,0.168189839,-71.36800081,1.03969856
"11249",2019,-79.94146,-7.24591,111.9262,0,15.56132,16.54365,35.07496,0.1932287,-67.90181,1.056337059
"11250",2019,-79.92709,-7.237253,542.0421,0,14.59871,16.59754,35.07701,0.2175483,-62.00099,1.119524601
"11251",2019,-79.91257,-7.228959,577.7559,0,13.63857,16.64724,35.07959,0.2341847,-58.68219,1.235402083
"11252",2019,-79.89802,-7.220693,346.7572,0,12.68265,16.69101,35.08242,0.2427633,-56.1166,1.342458162
"11253",2019,-79.8834,-7.212433,83.91294,0,11.7297,16.73472,35.08516,0.2496205,-54.548,1.311915481
"11254",2019,-79.68927,-7.483383,32.24402,1.945455,6.766369,16.75545,35.07538,0.04062285,-39.77891,1.631450494
"11255",2019,-79.70387,-7.491658,144.854,4.05992,7.725384,16.76781,35.0759,0.04153217,-34.13623,1.603647492
"11256",2019,-79.71854,-7.499901,300.7507,1.021844,8.696369,16.77678,35.07643,0.04212385,-35.02457,1.537646832
"11257",2019,-79.73323,-7.507983,267.1744,3.613957,9.67303,16.78228,35.07696,0.0424063,-42.64598,1.426539064
"11258",2019,-79.74793333,-7.51595,287.577215,104.756232,10.6518705,16.78442128,35.07749916,0.042382439,-53.01599678,1.291372619
"11259",2019,-79.76273333,-7.5239,234.302152,32.623545,11.63898473,16.77655875,35.07780771,0.045069584,-67.45999678,1.173404708
"112601",2019,-79.77747,-7.531967,250.9935,8.506293,12.62697,16.75892,35.07659,0.05786078,-80.49635,1.107671451
"11261",2019,-79.792,-7.540351,362.5634,10.97116,13.61268,16.74449,35.07535,0.06956401,-85.65814,1.111928028
"11262",2019,-79.80640537,-7.54895358,408.228911,798.675918,14.59762849,16.73342808,35.07409126,0.080201253,-87,1.157974456
"11263",2019,-79.82059251,-7.55777125,359.870332,52.516646,15.57751977,16.72582829,35.07281242,0.089692318,-86.2807543,1.18395694
"11264",2019,-79.83482016,-7.56678566,240.432991,30.125019,16.56609107,16.72172136,35.07149082,0.098205052,-91.16656592,1.152531077
