X,Y
-72.972,-16.517
-72.973,-16.518
-72.974,-16.518
-72.976,-16.516
-72.976,-16.514
-72.977,-16.514
-72.978,-16.514
-72.981,-16.516
-72.983,-16.516
-72.983,-16.517
-72.985,-16.517
-72.986,-16.516
-72.987,-16.517
-72.989,-16.517
-72.992,-16.514
-72.992,-16.513
-72.994,-16.511
-72.996,-16.511
-72.998,-16.509
-73,-16.508
-73.002,-16.508
-73.003,-16.507
-73.005,-16.507
-73.007,-16.505
-73.01,-16.505
-73.013,-16.508
-73.014,-16.508
-73.015,-16.509
-73.016,-16.509
-73.017,-16.51
-73.019,-16.51
-73.021,-16.508
-73.023,-16.508
-73.023,-16.507
-73.024,-16.507
-73.028,-16.503
-73.03,-16.503
-73.033,-16.5
-73.033,-16.501
-73.037,-16.501
-73.039,-16.499
-73.044,-16.499
-73.045,-16.5
-73.046,-16.499
-73.048,-16.499
-73.048,-16.498
-73.052,-16.498
-73.053,-16.499
-73.053,-16.498
-73.055,-16.498
-73.056,-16.497
-73.057,-16.497
-73.059,-16.495
-73.059,-16.488
-73.06,-16.488
-73.06,-16.487
-73.06,-16.486
-73.061,-16.486
-73.064,-16.483
-73.067,-16.483
-73.067,-16.483
-73.067,-16.482
-73.067,-16.481
-73.073,-16.481
-73.075,-16.48
-73.075,-16.478
-73.077,-16.476
-73.078,-16.476
-73.078,-16.475
-73.08,-16.475
-73.081,-16.475
-73.082,-16.475
-73.083,-16.474
-73.083,-16.474
-73.084,-16.473
-73.085,-16.473
-73.087,-16.471
-73.088,-16.471
-73.089,-16.47
-73.09,-16.47
-73.093,-16.466
-73.094,-16.466
-73.095,-16.466
-73.095,-16.465
-73.095,-16.465
-73.096,-16.465
-73.096,-16.464
-73.096,-16.463
-73.099,-16.46
-73.1,-16.46
-73.103,-16.458
-73.103,-16.458
-73.105,-16.456
-73.106,-16.456
-73.107,-16.455
-73.108,-16.455
-73.108,-16.455
-73.109,-16.455
-73.112,-16.452
-73.113,-16.452
-73.114,-16.451
-73.114,-16.45
-73.112,-16.448
-73.112,-16.447
-73.113,-16.447
-73.113,-16.446
-73.113,-16.445
-73.115,-16.445
-73.118,-16.443
-73.118,-16.443
-73.118,-16.448
-73.117,-16.449
-73.117,-16.45
-73.115,-16.452
-73.115,-16.453
-73.117,-16.454
-73.123,-16.454
-73.123,-16.453
-73.124,-16.453
-73.128,-16.45
-73.13,-16.45
-73.131,-16.45
-73.132,-16.45
-73.133,-16.45
-73.136,-16.45
-73.138,-16.448
-73.138,-16.448
-73.139,-16.448
-73.139,-16.447
-73.14,-16.445
-73.142,-16.445
-73.144,-16.443
-73.147,-16.443
-73.147,-16.443
-73.147,-16.442
-73.149,-16.44
-73.15,-16.44
-73.151,-16.439
-73.153,-16.439
-73.155,-16.437
-73.155,-16.434
-73.155,-16.433
-73.155,-16.433
-73.156,-16.432
-73.156,-16.429
-73.16,-16.425
-73.16,-16.424
-73.161,-16.423
-73.161,-16.423
-73.163,-16.421
-73.163,-16.42
-73.163,-16.42
-73.165,-16.42
-73.166,-16.419
-73.168,-16.419
-73.169,-16.418
-73.173,-16.418
-73.174,-16.42
-73.177,-16.42
-73.178,-16.419
-73.178,-16.419
-73.18,-16.417
-73.181,-16.417
-73.182,-16.416
-73.183,-16.416
-73.186,-16.414
-73.188,-16.414
-73.19,-16.415
-73.191,-16.415
-73.192,-16.415
-73.192,-16.415
-73.193,-16.414
-73.195,-16.414
-73.197,-16.412
-73.199,-16.412
-73.2,-16.411
-73.201,-16.411
-73.201,-16.411
-73.201,-16.409
-73.202,-16.408
-73.202,-16.408
-73.203,-16.406
-73.204,-16.406
-73.205,-16.405
-73.205,-16.404
-73.207,-16.403
-73.208,-16.403
-73.209,-16.401
-73.21,-16.401
-73.211,-16.4
-73.214,-16.4
-73.215,-16.4
-73.216,-16.4
-73.218,-16.4
-73.218,-16.4
-73.219,-16.4
-73.22,-16.4
-73.222,-16.402
-73.222,-16.405
-73.221,-16.406
-73.221,-16.407
-73.222,-16.407
-73.223,-16.407
-73.223,-16.408
-73.224,-16.408
-73.227,-16.411
-73.227,-16.412
-73.228,-16.413
-73.229,-16.413
-73.23,-16.412
-73.232,-16.412
-73.233,-16.413
-73.238,-16.413
-73.24,-16.411
-73.24,-16.41
-73.241,-16.409
-73.242,-16.409
-73.243,-16.407
-73.244,-16.407
-73.245,-16.406
-73.246,-16.406
-73.248,-16.405
-73.248,-16.405
-73.25,-16.406
-73.25,-16.407
-73.252,-16.409
-73.254,-16.409
-73.257,-16.406
-73.26,-16.41
-73.261,-16.41
-73.262,-16.409
-73.263,-16.409
-73.263,-16.408
-73.265,-16.408
-73.266,-16.407
-73.266,-16.406
-73.265,-16.405
-73.265,-16.404
-73.265,-16.403
-73.265,-16.402
-73.265,-16.401
-73.265,-16.4
-73.267,-16.399
-73.272,-16.399
-73.273,-16.4
-73.274,-16.4
-73.275,-16.399
-73.275,-16.398
-73.276,-16.397
-73.277,-16.397
-73.277,-16.398
-73.278,-16.398
-73.279,-16.399
-73.283,-16.399
-73.283,-16.4
-73.286,-16.4
-73.287,-16.4
-73.288,-16.4
-73.289,-16.401
-73.289,-16.402
-73.29,-16.403
-73.292,-16.403
-73.293,-16.404
-73.293,-16.404
-73.295,-16.405
-73.296,-16.405
-73.296,-16.405
-73.296,-16.403
-73.295,-16.403
-73.295,-16.399
-73.296,-16.398
-73.296,-16.397
-73.297,-16.396
-73.298,-16.396
-73.299,-16.395
-73.299,-16.394
-73.3,-16.393
-73.3,-16.392
-73.3,-16.392
-73.3,-16.389
-73.302,-16.388
-73.302,-16.385
-73.303,-16.384
-73.303,-16.383
-73.304,-16.383
-73.304,-16.382
-73.305,-16.38
-73.306,-16.38
-73.309,-16.378
-73.309,-16.375
-73.31,-16.374
-73.31,-16.372
-73.309,-16.371
-73.309,-16.37
-73.308,-16.369
-73.308,-16.368
-73.307,-16.368
-73.308,-16.367
-73.308,-16.365
-73.308,-16.365
-73.309,-16.365
-73.31,-16.364
-73.311,-16.364
-73.312,-16.363
-73.311,-16.362
-73.311,-16.361
-73.31,-16.359
-73.31,-16.358
-73.309,-16.358
-73.308,-16.358
-73.306,-16.356
-73.305,-16.356
-73.305,-16.356
-73.305,-16.351
-73.305,-16.35
-73.305,-16.349
-73.307,-16.348
-73.307,-16.347
-73.308,-16.346
-73.31,-16.346
-73.311,-16.345
-73.314,-16.345
-73.315,-16.345
-73.315,-16.342
-73.315,-16.341
-73.315,-16.34
-73.318,-16.337
-73.319,-16.337
-73.32,-16.336
-73.321,-16.336
-73.322,-16.335
-73.323,-16.335
-73.325,-16.334
-73.326,-16.334
-73.327,-16.333
-73.329,-16.333
-73.331,-16.331
-73.331,-16.33
-73.332,-16.33
-73.334,-16.33
-73.335,-16.329
-73.337,-16.329
-73.338,-16.328
-73.338,-16.328
-73.34,-16.326
-73.341,-16.326
-73.342,-16.325
-73.343,-16.325
-73.343,-16.325
-73.344,-16.325
-73.345,-16.324
-73.347,-16.324
-73.348,-16.323
-73.348,-16.323
-73.349,-16.322
-73.351,-16.322
-73.352,-16.321
-73.354,-16.321
-73.355,-16.32
-73.358,-16.32
-73.358,-16.32
-73.359,-16.32
-73.36,-16.319
-73.362,-16.319
-73.363,-16.317
-73.364,-16.317
-73.365,-16.316
-73.368,-16.316
-73.368,-16.315
-73.371,-16.315
-73.372,-16.314
-73.372,-16.313
-73.374,-16.311
-73.377,-16.311
-73.378,-16.312
-73.379,-16.312
-73.38,-16.311
-73.383,-16.311
-73.383,-16.31
-73.385,-16.31
-73.386,-16.31
-73.388,-16.31
-73.389,-16.309
-73.392,-16.309
-73.393,-16.308
-73.393,-16.308
-73.397,-16.305
-73.398,-16.305
-73.398,-16.304
-73.399,-16.304
-73.401,-16.302
-73.402,-16.302
-73.403,-16.301
-73.403,-16.301
-73.404,-16.3
-73.405,-16.3
-73.406,-16.3
-73.408,-16.3
-73.409,-16.298
-73.41,-16.298
-73.411,-16.297
-73.413,-16.297
-73.414,-16.295
-73.416,-16.295
-73.417,-16.295
-73.418,-16.295
-73.418,-16.294
-73.419,-16.294
-73.42,-16.293
-73.422,-16.293
-73.423,-16.292
-73.424,-16.292
-73.425,-16.291
-73.427,-16.291
-73.428,-16.29
-73.43,-16.29
-73.431,-16.29
-73.433,-16.29
-73.433,-16.289
-73.434,-16.289
-73.435,-16.288
-73.44,-16.288
-73.441,-16.287
-73.442,-16.287
-73.443,-16.285
-73.445,-16.285
-73.446,-16.285
-73.447,-16.285
-73.448,-16.284
-73.448,-16.284
-73.449,-16.283
-73.45,-16.283
-73.451,-16.282
-73.452,-16.282
-73.453,-16.281
-73.454,-16.281
-73.455,-16.28
-73.458,-16.28
-73.459,-16.28
-73.462,-16.28
-73.463,-16.279
-73.466,-16.279
-73.467,-16.28
-73.468,-16.28
-73.469,-16.28
-73.475,-16.28
-73.476,-16.28
-73.478,-16.28
-73.478,-16.279
-73.48,-16.28
-73.481,-16.28
-73.483,-16.282
-73.483,-16.282
-73.484,-16.283
-73.487,-16.283
-73.49,-16.28
-73.49,-16.279
-73.491,-16.278
-73.493,-16.278
-73.493,-16.277
-73.494,-16.277
-73.496,-16.275
-73.497,-16.275
-73.5,-16.272
-73.502,-16.272
-73.503,-16.271
-73.503,-16.271
-73.505,-16.27
-73.508,-16.27
-73.508,-16.269
-73.509,-16.269
-73.51,-16.268
-73.512,-16.268
-73.513,-16.267
-73.513,-16.267
-73.516,-16.265
-73.518,-16.265
-73.52,-16.263
-73.521,-16.263
-73.522,-16.262
-73.523,-16.262
-73.523,-16.261
-73.527,-16.261
-73.528,-16.26
-73.53,-16.26
-73.531,-16.26
-73.532,-16.26
-73.532,-16.259
-73.532,-16.258
-73.534,-16.257
-73.534,-16.256
-73.535,-16.255
-73.538,-16.255
-73.539,-16.254
-73.543,-16.254
-73.543,-16.253
-73.544,-16.253
-73.545,-16.252
-73.547,-16.252
-73.548,-16.251
-73.549,-16.251
-73.55,-16.25
-73.551,-16.25
-73.552,-16.25
-73.553,-16.25
-73.553,-16.249
-73.554,-16.249
-73.555,-16.248
-73.556,-16.248
-73.557,-16.247
-73.558,-16.247
-73.559,-16.245
-73.56,-16.245
-73.561,-16.245
-73.562,-16.245
-73.563,-16.244
-73.564,-16.245
-73.564,-16.247
-73.564,-16.247
-73.566,-16.247
-73.567,-16.248
-73.571,-16.248
-73.572,-16.247
-73.572,-16.247
-73.573,-16.246
-73.576,-16.246
-73.577,-16.245
-73.578,-16.245
-73.579,-16.245
-73.58,-16.245
-73.583,-16.242
-73.584,-16.242
-73.585,-16.241
-73.588,-16.241
-73.588,-16.24
-73.596,-16.24
-73.598,-16.239
-73.601,-16.239
-73.602,-16.24
-73.603,-16.24
-73.609,-16.234
-73.61,-16.234
-73.612,-16.232
-73.613,-16.232
-73.614,-16.231
-73.616,-16.231
-73.617,-16.23
-73.62,-16.23
-73.621,-16.23
-73.625,-16.23
-73.626,-16.229
-73.631,-16.229
-73.632,-16.23
-73.634,-16.23
-73.635,-16.23
-73.637,-16.23
-73.637,-16.231
-73.638,-16.231
-73.64,-16.233
-73.642,-16.233
-73.644,-16.231
-73.644,-16.23
-73.644,-16.23
-73.648,-16.23
-73.651,-16.233
-73.652,-16.233
-73.654,-16.23
-73.656,-16.23
-73.657,-16.23
-73.658,-16.23
-73.66,-16.228
-73.66,-16.228
-73.66,-16.227
-73.661,-16.227
-73.662,-16.228
-73.663,-16.228
-73.663,-16.229
-73.664,-16.229
-73.665,-16.23
-73.666,-16.229
-73.668,-16.229
-73.668,-16.228
-73.669,-16.228
-73.67,-16.228
-73.67,-16.227
-73.67,-16.226
-73.671,-16.226
-73.673,-16.224
-73.677,-16.224
-73.678,-16.225
-73.678,-16.227
-73.678,-16.227
-73.68,-16.225
-73.683,-16.225
-73.684,-16.226
-73.685,-16.226
-73.686,-16.227
-73.687,-16.227
-73.688,-16.229
-73.689,-16.229
-73.69,-16.23
-73.693,-16.23
-73.695,-16.232
-73.694,-16.233
-73.693,-16.233
-73.693,-16.233
-73.693,-16.234
-73.693,-16.235
-73.694,-16.235
-73.695,-16.236
-73.696,-16.238
-73.696,-16.238
-73.697,-16.238
-73.698,-16.24
-73.699,-16.24
-73.702,-16.242
-73.703,-16.242
-73.704,-16.241
-73.704,-16.239
-73.703,-16.238
-73.703,-16.238
-73.702,-16.237
-73.702,-16.234
-73.701,-16.233
-73.701,-16.233
-73.698,-16.229
-73.699,-16.228
-73.699,-16.228
-73.7,-16.227
-73.7,-16.225
-73.7,-16.224
-73.7,-16.223
-73.701,-16.222
-73.701,-16.221
-73.703,-16.219
-73.703,-16.218
-73.706,-16.215
-73.707,-16.215
-73.708,-16.214
-73.709,-16.214
-73.711,-16.212
-73.712,-16.212
-73.713,-16.211
-73.714,-16.211
-73.715,-16.21
-73.717,-16.21
-73.718,-16.209
-73.719,-16.209
-73.72,-16.208
-73.721,-16.208
-73.721,-16.208
-73.721,-16.207
-73.723,-16.205
-73.723,-16.204
-73.724,-16.203
-73.724,-16.203
-73.727,-16.2
-73.728,-16.2
-73.728,-16.199
-73.728,-16.198
-73.729,-16.198
-73.729,-16.197
-73.732,-16.194
-73.733,-16.194
-73.734,-16.193
-73.736,-16.193
-73.737,-16.192
-73.738,-16.192
-73.738,-16.191
-73.74,-16.191
-73.741,-16.19
-73.742,-16.19
-73.743,-16.19
-73.744,-16.19
-73.746,-16.188
-73.748,-16.188
-73.749,-16.187
-73.75,-16.187
-73.751,-16.186
-73.753,-16.186
-73.753,-16.185
-73.755,-16.185
-73.756,-16.185
-73.757,-16.185
-73.758,-16.183
-73.76,-16.183
-73.761,-16.182
-73.762,-16.182
-73.762,-16.182
-73.762,-16.181
-73.762,-16.18
-73.763,-16.18
-73.765,-16.179
-73.766,-16.179
-73.767,-16.178
-73.768,-16.178
-73.768,-16.177
-73.769,-16.177
-73.77,-16.176
-73.772,-16.176
-73.773,-16.175
-73.774,-16.175
-73.775,-16.175
-73.778,-16.175
-73.779,-16.174
-73.78,-16.174
-73.781,-16.173
-73.782,-16.173
-73.783,-16.172
-73.787,-16.172
-73.788,-16.171
-73.789,-16.171
-73.79,-16.17
-73.793,-16.17
-73.793,-16.17
-73.795,-16.17
-73.796,-16.169
-73.799,-16.169
-73.8,-16.168
-73.803,-16.168
-73.805,-16.165
-73.807,-16.165
-73.808,-16.165
-73.809,-16.165
-73.811,-16.163
-73.812,-16.163
-73.813,-16.162
-73.813,-16.162
-73.814,-16.161
-73.818,-16.161
-73.819,-16.16
-73.821,-16.16
-73.822,-16.16
-73.823,-16.16
-73.823,-16.159
-73.824,-16.159
-73.825,-16.158
-73.827,-16.158
-73.827,-16.157
-73.829,-16.157
-73.831,-16.155
-73.833,-16.155
-73.834,-16.154
-73.835,-16.154
-73.838,-16.151
-73.838,-16.151
-73.839,-16.15
-73.84,-16.15
-73.842,-16.149
-73.843,-16.149
-73.843,-16.148
-73.844,-16.148
-73.846,-16.146
-73.847,-16.146
-73.848,-16.145
-73.848,-16.145
-73.849,-16.145
-73.85,-16.145
-73.851,-16.144
-73.852,-16.144
-73.854,-16.141
-73.856,-16.141
-73.857,-16.14
-73.859,-16.14
-73.862,-16.138
-73.863,-16.138
-73.863,-16.137
-73.865,-16.137
-73.866,-16.136
-73.868,-16.136
-73.873,-16.132
-73.873,-16.131
-73.874,-16.13
-73.874,-16.129
-73.875,-16.128
-73.875,-16.128
-73.875,-16.127
-73.876,-16.127
-73.876,-16.127
-73.876,-16.126
-73.877,-16.125
-73.878,-16.125
-73.879,-16.124
-73.879,-16.122
-73.88,-16.122
-73.88,-16.12
-73.88,-16.119
-73.88,-16.117
-73.881,-16.116
-73.881,-16.115
-73.885,-16.111
-73.886,-16.111
-73.887,-16.11
-73.889,-16.11
-73.89,-16.109
-73.893,-16.109
-73.898,-16.105
-73.902,-16.105
-73.903,-16.103
-73.903,-16.103
-73.905,-16.1
-73.906,-16.1
-73.908,-16.099
-73.908,-16.099
-73.909,-16.098
-73.912,-16.098
-73.913,-16.097
-73.914,-16.097
-73.915,-16.096
-73.916,-16.096
-73.917,-16.095
-73.918,-16.095
-73.919,-16.095
-73.92,-16.095
-73.921,-16.094
-73.922,-16.094
-73.925,-16.09
-73.926,-16.09
-73.931,-16.085
-73.933,-16.085
-73.933,-16.085
-73.937,-16.085
-73.938,-16.083
-73.939,-16.083
-73.94,-16.082
-73.941,-16.082
-73.942,-16.08
-73.943,-16.08
-73.947,-16.077
-73.948,-16.077
-73.95,-16.075
-73.953,-16.075
-73.955,-16.073
-73.955,-16.07
-73.955,-16.069
-73.955,-16.068
-73.958,-16.066
-73.958,-16.063
-73.959,-16.063
-73.959,-16.062
-73.96,-16.06
-73.962,-16.06
-73.963,-16.06
-73.963,-16.06
-73.965,-16.058
-73.966,-16.058
-73.967,-16.057
-73.968,-16.057
-73.969,-16.055
-73.97,-16.055
-73.972,-16.054
-73.973,-16.054
-73.973,-16.053
-73.978,-16.053
-73.98,-16.052
-73.98,-16.048
-73.98,-16.048
-73.98,-16.047
-73.981,-16.046
-73.981,-16.045
-73.983,-16.043
-73.984,-16.043
-73.986,-16.041
-73.987,-16.041
-73.988,-16.04
-73.989,-16.04
-73.99,-16.039
-73.995,-16.039
-73.996,-16.04
-73.996,-16.041
-73.997,-16.042
-73.997,-16.043
-73.998,-16.043
-73.998,-16.044
-73.998,-16.045
-74,-16.043
-74,-16.041
-74,-16.04
-74.001,-16.04
-74.002,-16.04
-74.006,-16.035
-74.006,-16.034
-74.01,-16.03
-74.014,-16.03
-74.015,-16.031
-74.016,-16.031
-74.019,-16.035
-74.02,-16.035
-74.021,-16.033
-74.021,-16.032
-74.02,-16.031
-74.02,-16.029
-74.021,-16.028
-74.021,-16.027
-74.02,-16.026
-74.02,-16.025
-74.022,-16.024
-74.023,-16.024
-74.024,-16.022
-74.027,-16.022
-74.028,-16.021
-74.028,-16.02
-74.029,-16.019
-74.029,-16.018
-74.03,-16.016
-74.033,-16.016
-74.035,-16.014
-74.035,-16.013
-74.035,-16.012
-74.035,-16.012
-74.035,-16.011
-74.035,-16.01
-74.035,-16.009
-74.034,-16.008
-74.034,-16.008
-74.035,-16.007
-74.035,-16.005
-74.032,-16.002
-74.032,-16.002
-74.03,-16
-74.028,-15.998
-74.028,-15.997
-74.027,-15.996
-74.027,-15.994
-74.026,-15.993
-74.026,-15.993
-74.025,-15.992
-74.026,-15.991
-74.026,-15.99
-74.027,-15.989
-74.027,-15.988
-74.028,-15.988
-74.028,-15.987
-74.029,-15.986
-74.029,-15.985
-74.03,-15.984
-74.03,-15.983
-74.03,-15.983
-74.03,-15.982
-74.032,-15.98
-74.032,-15.979
-74.034,-15.977
-74.034,-15.976
-74.035,-15.974
-74.035,-15.973
-74.036,-15.973
-74.036,-15.972
-74.039,-15.969
-74.039,-15.968
-74.04,-15.967
-74.041,-15.967
-74.042,-15.966
-74.043,-15.966
-74.044,-15.965
-74.044,-15.961
-74.048,-15.957
-74.048,-15.957
-74.052,-15.954
-74.053,-15.954
-74.054,-15.952
-74.055,-15.952
-74.056,-15.951
-74.057,-15.951
-74.058,-15.95
-74.059,-15.95
-74.061,-15.949
-74.062,-15.949
-74.063,-15.948
-74.063,-15.948
-74.066,-15.945
-74.068,-15.945
-74.068,-15.945
-74.071,-15.945
-74.073,-15.942
-74.074,-15.942
-74.075,-15.941
-74.076,-15.941
-74.077,-15.94
-74.079,-15.94
-74.08,-15.94
-74.081,-15.94
-74.083,-15.938
-74.083,-15.938
-74.084,-15.937
-74.085,-15.937
-74.086,-15.936
-74.088,-15.936
-74.088,-15.935
-74.089,-15.935
-74.091,-15.934
-74.093,-15.934
-74.093,-15.933
-74.094,-15.933
-74.095,-15.932
-74.097,-15.932
-74.098,-15.931
-74.098,-15.931
-74.099,-15.93
-74.1,-15.93
-74.102,-15.929
-74.103,-15.929
-74.103,-15.928
-74.105,-15.928
-74.106,-15.927
-74.108,-15.927
-74.108,-15.926
-74.109,-15.926
-74.11,-15.925
-74.111,-15.925
-74.112,-15.925
-74.113,-15.925
-74.113,-15.924
-74.115,-15.924
-74.116,-15.923
-74.117,-15.923
-74.118,-15.922
-74.118,-15.922
-74.119,-15.921
-74.12,-15.921
-74.121,-15.92
-74.123,-15.92
-74.125,-15.919
-74.126,-15.919
-74.127,-15.918
-74.128,-15.918
-74.129,-15.916
-74.13,-15.916
-74.131,-15.915
-74.132,-15.915
-74.133,-15.915
-74.133,-15.915
-74.134,-15.914
-74.136,-15.914
-74.137,-15.913
-74.138,-15.913
-74.139,-15.912
-74.141,-15.912
-74.142,-15.911
-74.143,-15.911
-74.144,-15.91
-74.146,-15.91
-74.147,-15.909
-74.148,-15.909
-74.148,-15.908
-74.15,-15.908
-74.152,-15.906
-74.153,-15.906
-74.154,-15.905
-74.155,-15.905
-74.156,-15.905
-74.157,-15.905
-74.158,-15.904
-74.161,-15.904
-74.162,-15.903
-74.161,-15.902
-74.162,-15.901
-74.164,-15.901
-74.167,-15.899
-74.168,-15.899
-74.168,-15.898
-74.169,-15.898
-74.17,-15.897
-74.172,-15.897
-74.173,-15.895
-74.175,-15.895
-74.176,-15.895
-74.178,-15.895
-74.178,-15.894
-74.179,-15.894
-74.181,-15.892
-74.184,-15.892
-74.185,-15.891
-74.186,-15.891
-74.187,-15.89
-74.189,-15.89
-74.19,-15.89
-74.193,-15.89
-74.194,-15.889
-74.196,-15.889
-74.197,-15.89
-74.198,-15.89
-74.199,-15.888
-74.201,-15.888
-74.202,-15.889
-74.202,-15.889
-74.203,-15.888
-74.204,-15.888
-74.205,-15.887
-74.208,-15.887
-74.208,-15.888
-74.209,-15.888
-74.21,-15.887
-74.21,-15.886
-74.212,-15.885
-74.213,-15.886
-74.214,-15.886
-74.215,-15.886
-74.215,-15.883
-74.215,-15.882
-74.216,-15.882
-74.217,-15.881
-74.218,-15.882
-74.218,-15.882
-74.219,-15.881
-74.22,-15.882
-74.221,-15.881
-74.223,-15.881
-74.224,-15.88
-74.225,-15.88
-74.226,-15.88
-74.227,-15.88
-74.228,-15.879
-74.23,-15.879
-74.233,-15.875
-74.235,-15.877
-74.236,-15.877
-74.238,-15.879
-74.239,-15.878
-74.239,-15.877
-74.239,-15.876
-74.243,-15.876
-74.243,-15.877
-74.244,-15.877
-74.245,-15.876
-74.245,-15.873
-74.246,-15.873
-74.247,-15.873
-74.248,-15.874
-74.25,-15.872
-74.25,-15.87
-74.252,-15.868
-74.252,-15.866
-74.251,-15.865
-74.251,-15.856
-74.252,-15.855
-74.252,-15.854
-74.255,-15.851
-74.256,-15.851
-74.258,-15.849
-74.259,-15.849
-74.26,-15.848
-74.261,-15.848
-74.262,-15.846
-74.264,-15.846
-74.266,-15.845
-74.267,-15.845
-74.27,-15.841
-74.271,-15.841
-74.272,-15.84
-74.272,-15.84
-74.273,-15.84
-74.274,-15.84
-74.275,-15.839
-74.276,-15.839
-74.278,-15.837
-74.278,-15.837
-74.279,-15.836
-74.28,-15.836
-74.281,-15.835
-74.283,-15.835
-74.284,-15.835
-74.293,-15.835
-74.295,-15.837
-74.295,-15.838
-74.296,-15.838
-74.296,-15.839
-74.297,-15.84
-74.298,-15.839
-74.298,-15.839
-74.298,-15.841
-74.298,-15.841
-74.301,-15.839
-74.302,-15.839
-74.303,-15.84
-74.304,-15.84
-74.305,-15.841
-74.305,-15.842
-74.306,-15.843
-74.308,-15.843
-74.308,-15.843
-74.308,-15.842
-74.308,-15.841
-74.309,-15.842
-74.31,-15.842
-74.31,-15.843
-74.31,-15.843
-74.311,-15.844
-74.313,-15.844
-74.314,-15.842
-74.314,-15.84
-74.313,-15.839
-74.314,-15.838
-74.314,-15.837
-74.314,-15.837
-74.315,-15.837
-74.316,-15.838
-74.316,-15.839
-74.32,-15.842
-74.32,-15.844
-74.322,-15.846
-74.324,-15.846
-74.325,-15.847
-74.327,-15.847
-74.328,-15.846
-74.328,-15.846
-74.33,-15.845
-74.33,-15.843
-74.329,-15.843
-74.329,-15.842
-74.328,-15.841
-74.328,-15.84
-74.328,-15.84
-74.329,-15.84
-74.33,-15.84
-74.333,-15.84
-74.334,-15.842
-74.338,-15.842
-74.339,-15.84
-74.343,-15.84
-74.345,-15.839
-74.346,-15.84
-74.347,-15.84
-74.348,-15.84
-74.351,-15.84
-74.352,-15.84
-74.353,-15.84
-74.355,-15.837
-74.357,-15.837
-74.358,-15.835
-74.362,-15.835
-74.363,-15.836
-74.364,-15.835
-74.364,-15.833
-74.365,-15.833
-74.365,-15.831
-74.367,-15.829
-74.369,-15.829
-74.37,-15.83
-74.371,-15.83
-74.372,-15.831
-74.372,-15.832
-74.373,-15.832
-74.374,-15.832
-74.375,-15.833
-74.377,-15.833
-74.379,-15.83
-74.384,-15.83
-74.385,-15.829
-74.385,-15.828
-74.386,-15.828
-74.387,-15.828
-74.388,-15.826
-74.389,-15.827
-74.393,-15.827
-74.393,-15.826
-74.394,-15.827
-74.397,-15.827
-74.398,-15.826
-74.398,-15.825
-74.4,-15.823
-74.401,-15.823
-74.402,-15.822
-74.402,-15.821
-74.403,-15.82
-74.403,-15.82
-74.404,-15.82
-74.408,-15.82
-74.413,-15.814
-74.413,-15.813
-74.413,-15.813
-74.414,-15.813
-74.415,-15.812
-74.417,-15.812
-74.418,-15.811
-74.418,-15.811
-74.419,-15.81
-74.42,-15.81
-74.421,-15.81
-74.423,-15.81
-74.425,-15.807
-74.425,-15.807
-74.425,-15.806
-74.425,-15.804
-74.427,-15.803
-74.43,-15.803
-74.431,-15.802
-74.432,-15.802
-74.432,-15.802
-74.432,-15.8
-74.434,-15.798
-74.435,-15.798
-74.437,-15.796
-74.438,-15.796
-74.439,-15.795
-74.44,-15.795
-74.44,-15.794
-74.44,-15.793
-74.441,-15.792
-74.441,-15.792
-74.442,-15.791
-74.442,-15.789
-74.443,-15.788
-74.443,-15.786
-74.444,-15.785
-74.444,-15.783
-74.445,-15.783
-74.445,-15.782
-74.446,-15.78
-74.446,-15.778
-74.447,-15.778
-74.447,-15.776
-74.448,-15.775
-74.448,-15.774
-74.449,-15.773
-74.449,-15.773
-74.452,-15.77
-74.453,-15.77
-74.454,-15.769
-74.454,-15.767
-74.455,-15.766
-74.455,-15.765
-74.457,-15.763
-74.457,-15.758
-74.458,-15.758
-74.458,-15.758
-74.459,-15.757
-74.461,-15.757
-74.461,-15.757
-74.461,-15.755
-74.463,-15.754
-74.463,-15.754
-74.465,-15.753
-74.465,-15.75
-74.464,-15.749
-74.464,-15.747
-74.463,-15.747
-74.463,-15.744
-74.462,-15.743
-74.462,-15.743
-74.461,-15.742
-74.461,-15.739
-74.463,-15.738
-74.465,-15.738
-74.465,-15.737
-74.465,-15.737
-74.465,-15.736
-74.465,-15.733
-74.464,-15.733
-74.465,-15.732
-74.465,-15.728
-74.465,-15.728
-74.465,-15.724
-74.466,-15.723
-74.466,-15.722
-74.468,-15.72
-74.47,-15.72
-74.472,-15.718
-74.473,-15.718
-74.473,-15.717
-74.474,-15.717
-74.476,-15.715
-74.478,-15.715
-74.478,-15.715
-74.479,-15.715
-74.48,-15.714
-74.482,-15.714
-74.483,-15.713
-74.483,-15.713
-74.484,-15.712
-74.486,-15.712
-74.487,-15.711
-74.488,-15.711
-74.489,-15.71
-74.49,-15.71
-74.491,-15.71
-74.493,-15.71
-74.493,-15.709
-74.495,-15.709
-74.496,-15.708
-74.498,-15.708
-74.498,-15.707
-74.5,-15.707
-74.501,-15.706
-74.503,-15.706
-74.503,-15.705
-74.506,-15.705
-74.507,-15.705
-74.508,-15.705
-74.509,-15.704
-74.512,-15.704
-74.513,-15.703
-74.517,-15.703
-74.518,-15.702
-74.52,-15.702
-74.521,-15.701
-74.523,-15.701
-74.524,-15.7
-74.527,-15.7
-74.528,-15.7
-74.532,-15.7
